wp,we,wd,execution_time
0.2,0.6,0.2,166.12522983551025
0.2,0.6,0.2,161.83970069885254
0.2,0.6,0.2,160.84506821632385
0.2,0.6,0.2,158.99377584457397
0.2,0.6,0.2,159.60663199424744
