wp,we,wd,execution_time
0.2,0.6,0.2,1835.5244357585907
0.2,0.6,0.2,306.7598822116852
0.2,0.6,0.2,307.45190262794495
0.2,0.6,0.2,308.905633687973
0.2,0.6,0.2,309.4836046695709
