wp,we,wd,execution_time
0.25,0.25,0.5,166.30920457839966
0.25,0.25,0.5,158.6924343109131
0.25,0.25,0.5,160.04915046691895
0.25,0.25,0.5,160.16841459274292
0.25,0.25,0.5,159.4655566215515
