wp,we,wd,execution_time
0.4,0.1,0.5,159.46260166168213
0.4,0.1,0.5,161.83728551864624
0.4,0.1,0.5,170.75572061538696
0.4,0.1,0.5,159.34091687202454
0.4,0.1,0.5,160.42862200737
