wp,we,wd,execution_time
0.4,0.1,0.5,328.66980719566345
0.4,0.1,0.5,316.58201932907104
0.4,0.1,0.5,315.74689078330994
0.4,0.1,0.5,316.6749930381775
0.4,0.1,0.5,317.1827743053436
