wp,we,wd,execution_time
0.35,0.3,0.35,574.2939510345459
0.35,0.3,0.35,177.24364733695984
0.35,0.3,0.35,176.73511338233948
0.35,0.3,0.35,178.09978461265564
0.35,0.3,0.35,178.79777765274048
