wp,we,wd,execution_time
0.25,0.25,0.5,206.0883445739746
0.25,0.25,0.5,164.97606492042542
0.25,0.25,0.5,165.26283931732178
0.25,0.25,0.5,164.748197555542
0.25,0.25,0.5,165.37352323532104
