nta,boro_name,name,shape_area,population,population_density,engine_incident_average_duration_first_shift,engine_incident_average_duration_second_shift,ladder_incident_average_duration_first_shift,ladder_incident_average_duration_second_shift,rescue_incident_average_duration_first_shift,rescue_incident_average_duration_second_shift,squad_incident_average_duration_first_shift,squad_incident_average_duration_second_shift,hazardous_incident_average_duration_first_shift,hazardous_incident_average_duration_second_shift,engine_needed_per_density_first_shift,engine_needed_per_density_second_shift,ladder_needed_per_density_first_shift,ladder_needed_per_density_second_shift,rescue_needed_per_density_first_shift,rescue_needed_per_density_second_shift,squad_needed_per_density_first_shift,squad_needed_per_density_second_shift,hazardous_needed_per_density_first_shift,hazardous_needed_per_density_second_shift
MN35,Manhattan,Washington Heights North,0.0531519916070717,0.5071537566665156,0.5185680937501245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN47,Queens,Ft. Totten-Bay Terrace-Clearview,0.12669229994608636,0.1643097795706235,0.08222362915681618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN49,Queens,Whitestone,0.19736109275023564,0.23246309809787125,0.07803848899494498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN60,Queens,Kew Gardens,0.046231149126128294,0.17584492891568085,0.1993785542518918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN99,Queens,park-cemetery-etc-Queens,0.9412458259645095,0.0032935986342141443,0.000247640896698781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX13,Bronx,Co-op City,0.10638138608264266,0.3305080904682047,0.19254509377786339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX99,Bronx,park-cemetery-etc-Bronx,0.6711205514281001,0.014398162836725136,0.0015073407529782926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK45,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.19861888296979607,0.3416806417984862,0.11403504519580968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK82,Brooklyn,East New York,0.3465424739491236,0.6946622550574869,0.13759361260954395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK93,Brooklyn,Starrett City,0.018728342840040532,0.10087778936076991,0.20160403708433905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK73,Brooklyn,North Side-South Side,0.0723800468542925,0.3457825318406382,0.2777884028926157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN28,Manhattan,Lower East Side,0.055112189035011964,0.5511263200833976,0.5482831362629977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK40,Brooklyn,Windsor Terrace,0.02632340371440707,0.15854598196074876,0.26173330272311796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK99,Brooklyn,park-cemetery-etc-Brooklyn,0.6834037846588481,0.0031576243786731934,0.0003247764926734996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
