,42 South Street,49 Beekman Street,100 Duane Street,14 N. Moore Street,75 Canal Street,25 Pitt Street,222 East 2 Street,340 East 14 Street,253 Lafayette Street,42 Great Jones Street,108 East 13 Street,132 West 10 Street,440 West 38th Street,220 West 37 Street,150 West 19 Street,142 West 31 Street,14 East 18 Street,234 East 29 Street,238 East 40 Street,782 Eighth Avenue,215 W 58th Street,131 Amsterdam Avenue,207 West 77th Street,120 West 83 Street,165 East 51 Street,221 East 75 Street,159 East 85 Street,1367 Fifth Avenue,1836 Third Avenue,242 East 111 Street,2282 Third Avenue,145 West 100th St.,500 West 113 Street,111 West 133 Street,415 West 125 Street,513 West 161 Street,29 Vermilyea Avenue,363 Broome Street,530 West 43 Street,157 E 67th St,248 West 143 Street,503 West 139 Street,515 West 181 Street,124 Liberty Street,33 West 43 Street,227 Sixth Avenue,518 West 170 Street,20 Rear Bloomfield Street,341 East 143 Street,330 East 150th Street,720 Melrose Ave.,1155 Washington Ave.,1160 Ogden Ave.,618 East 138 Street,1226 Seneca Ave.,1781 Monroe Ave.,1901 Sedgwick Ave.,460 Cross Bronx Expressway,453 E 176 Street,1215 Intervale Ave.,2417 Webster Ave.,925 East Tremont Ave.,2928 Briggs Ave.,1689 Story Ave.,1843 White Plains Rd.,1518 Williamsbridge Road,1454 Astor Ave.,3431 White Plains Road,3446 Eastchester Road,755 East 233 Street,21 Asch Loop,2924 Bruckner Blvd.,3929 East Tremont Ave.,169 Schofield Street,4550 Henry Hudson Parkway E.,2225 Belmont Ave.,3025 Bailey Ave.,655 Prospect Ave.,1214 Castle Hill Ave.,1259 Morris Ave.,1655 Washington Ave,2175 Walton Ave.,172 Tillary Street,409 State Street,74 Middagh Street,274 Hicks Street,252 Lorraine St.,31 Richards Street,436 39th St,788 Union Street,395 4th Ave.,530 11th Street,494 Dean Street,489 Saint John's Place,1352 Saint John's Place,423 Ralph Ave.,25 Rockaway Ave.,940 Dekalb Avenue,32 Ralph Ave.,495 Hancock Street,701 Park Avenue,206 Monroe Street,850 Bedford Ave.,160 Carlton Ave.,26 Hooper Street,161 South 2nd Street,187 Union Ave.,205 Greenpoint Ave.,75 Richardson Street,1201 Grand Street,43 Morgan Ave.,650 Hart Street,392 Himrod Street,582 Knickerbocker Ave.,617 Central Ave.,107 Watkins Street,885 Howard Ave.,165 Bradford st.,480 Sheffield Ave.,998 Liberty Ave.,799 Lincoln Ave.,5105 Snyder Ave.,491 Rogers Ave.,2900 Snyder Ave.,1210 Cortelyou Road,1367 Rogers Ave.,1307 Prospect Ave.,4210 12th Ave.,1336 60th Street,6630 3rd Avenue,9219 5th Ave.,1157 79th St.,8653 18th Ave.,126 Foster Ave.,2312 65th Street,1635 E. 14th Street,2429 86th Street,2510 Neptune Ave.,901 Avenue U,2929 W. 8th Street,1361 Rockaway Parkway,6405 Avenue N,1851 E. 48 Street,2732 E. 11th Street,2165 Gerritsen Ave.,Brooklyn Navy Yard Building 292,5113 4th Avenue,1815 Sterling Place,10-40 47th Ave.,41-24 51st Street,33-51 Greenpoint Avenue,11-15 37th Avenue,37-20 29th Street,30-89 21st Street,"42-06, 42-08 Astoria Blvd. South",22-63 35th St.,81-17 Northern Blvd.,97-28 43rd Avenue,27-12 Kearney Street,108-01 Horace Harding Exp.,64-18 Queens Blvd.,56-29 68th Street,86-53 Grand Avenue,111-02 Queens Blvd.,66-44 Myrtle Avenue,78-11 67th Road,119-11 14th Road,12-49 149th Street,40-18 Union Street,41-20 Murray Street,36-18 Francis Lewis Blvd.,40-18 214th Place,159-06 Union Turnpike,61-20 Utopia Parkway,64-04 Springfield Blvd.,44-01 244th Street,254-20 Union Turnpike,89-40 87th Street,103-17 98th Street,101-02 Jamaica Avenue,91-45 121st Street,107-12 Lefferts Blvd.,153-11 Hillside Avenue,104-12 Princeton Street,111-36 Merrick Blvd.,91-04 197th Street,218-44 97th Avenue,143-15 Rockaway Blvd.,117-11 196th Street,145-50 Springfield Blvd.,142-04 Brookville Blvd.,158-57 Cross Bay Blvd.,257 Beach 116th Street,402 B. 169 Street,92-20 Rockaway Beach Blvd.,56-07 Metropolitan Avenue,"16-15, 16-17, 16-19 Central Ave.",420A Weaver Ave,48-06 Rockaway Beach Blvd,14 Brighton Avenue,1189 Castleton Avenue,412 Broadway,875 Jewett Avenue,74 Broad Street,3067 Richmond Road,1573 Castleton Avenue,65 Harbor Road,1400 Richmond Avenue,3730 Victory Boulevard,256 Hylan Blvd.,278 McClean Avenue,1850 Clove Road,1592 Richmond Road,256 Nelson Ave.,345 Annadale Road,1560 Drumgoole Road West,7219 Amboy Road,1100 Rossville Ave,305 Front Street
QN41,1854.53,1861.54,1836.05,1804.45,1628.13,1612.82,1656.41,1607.91,1761.81,1705.45,1631.08,1746.78,1585.1,1568.69,1702.27,1562.99,1616.5,1456.41,1383.74,1638.73,1576.11,1759.89,1809.0,1918.78,1509.92,1651.17,1696.93,1712.11,1753.09,1642.38,1541.6,1959.18,1931.99,1731.79,1744.94,1601.12,1586.97,1667.58,1697.55,1530.94,1657.24,1749.03,1366.4,1950.09,1572.47,1896.41,1494.1,1907.28,1482.46,1535.56,1451.71,1381.29,1436.64,1351.8,1227.93,1360.25,1412.85,1147.07,1201.15,1275.04,1405.09,1214.32,1573.59,1061.69,1171.39,1074.06,1246.4,1442.82,1329.25,1411.54,1171.51,875.09,728.99,1515.21,1838.48,1376.95,1670.31,1341.57,1058.23,1428.22,1249.58,1378.08,1571.02,1776.93,1757.31,1863.27,1929.29,2028.77,2025.46,1849.87,1953.22,1959.33,1749.35,1713.48,1479.67,1336.43,1111.87,1447.84,1233.59,1449.49,1392.69,1585.67,1473.81,1554.34,1422.69,1436.38,1370.64,1277.19,1258.1,1060.56,1249.83,1208.0,1084.53,1117.47,1077.32,1211.74,1384.93,1117.67,1216.06,1071.25,1178.88,1484.09,1722.06,1634.7,1849.25,1730.56,1919.95,1952.6,2002.95,2261.32,2330.61,2159.14,2204.03,1975.95,2085.06,1941.45,2205.81,2216.48,2043.91,2103.56,1371.24,1746.91,1776.41,1892.62,1924.56,1509.7,2144.24,1337.91,1258.08,1133.19,1064.55,1379.47,1327.77,1244.3,1133.5,1201.79,842.63,718.01,817.27,521.7,969.18,967.88,743.75,567.4,857.28,854.99,822.68,533.69,494.44,422.67,369.36,423.15,256.43,142.38,306.4,534.93,554.22,854.96,837.46,702.15,624.34,665.91,423.27,591.28,641.1,357.13,439.57,698.03,570.84,854.94,874.25,1074.59,2027.93,1999.76,1843.68,1052.84,1554.11,531.67,1833.25,3141.51,3157.21,3101.49,3036.73,2886.73,3219.14,3126.03,3202.53,3199.53,3385.36,2728.37,2673.2,2676.07,2896.98,3723.69,3750.45,4041.29,4096.63,3838.81,2910.67
BK09,575.09,460.86,495.48,580.42,564.35,691.57,743.95,794.67,650.09,692.06,785.85,830.97,1204.21,1187.79,959.88,1059.43,857.36,971.23,1043.43,1257.83,1276.72,1466.96,1516.06,1607.18,1131.93,1318.01,1363.77,1584.32,1515.29,1621.97,1587.79,1647.58,1794.16,1858.57,1791.13,2074.12,2058.46,538.53,1234.49,1245.11,1900.57,1970.21,1945.81,549.41,1191.57,742.28,2011.38,888.32,1815.01,1972.99,1961.7,2176.03,2015.03,1792.95,2021.81,2288.68,2118.11,2182.25,2194.46,2066.1,2379.42,2196.29,2432.89,2142.06,2342.5,2465.08,2595.24,2616.71,2750.84,2670.52,2640.67,2396.76,2352.78,2984.37,2393.19,2389.67,2312.94,1968.43,2282.62,2124.41,2242.28,2236.98,345.43,367.73,209.26,98.07,387.0,377.45,570.64,542.43,537.73,582.92,610.94,678.26,981.42,955.66,992.15,807.99,893.44,802.03,652.78,665.67,552.33,444.29,530.68,783.28,620.87,922.39,763.65,911.47,791.69,824.04,965.61,958.93,1011.21,1104.18,1140.58,1149.84,1248.23,1281.46,1282.36,936.68,863.08,848.66,766.8,934.81,603.39,750.4,800.75,645.13,869.92,889.7,943.9,773.75,916.67,1018.9,1036.05,1340.67,1064.48,1241.89,1193.37,1337.55,1291.0,1302.32,1244.77,655.29,641.62,1146.0,1173.27,1245.62,1015.16,1403.67,1343.72,1474.47,1507.27,1575.56,1332.81,1485.59,1559.93,1474.23,1126.94,1176.17,1340.63,1684.89,1119.24,1311.04,2009.46,1963.98,1730.34,1852.01,1941.21,2046.93,1895.68,1700.76,1913.12,2113.56,2260.7,1428.05,1598.72,1439.52,1592.53,1638.67,1791.58,1774.66,1995.72,2086.17,2133.59,1867.67,2137.08,2011.89,2035.33,1536.62,2168.77,2004.76,2305.71,1025.58,2651.23,2155.45,2636.58,1664.5,1685.35,1629.63,1564.86,1409.72,1742.12,1769.0,1966.59,1727.67,1913.51,1251.35,1210.47,1204.21,1419.96,2259.17,2273.43,2564.27,2740.75,2366.95,1433.65
QN54,1772.92,1676.97,1711.6,1722.11,1546.52,1531.21,1574.8,1631.46,1680.21,1702.17,1654.64,1770.33,1608.66,1592.24,1725.82,1586.55,1640.05,1479.96,1407.3,1662.28,1599.66,1783.44,1832.55,1942.33,1533.47,1674.72,1720.49,1599.57,1640.55,1529.84,1429.06,1871.23,1863.01,1724.47,1632.4,1795.09,1899.18,1585.98,1721.11,1554.49,1739.44,1825.1,1747.36,1765.53,1596.02,1814.8,1808.28,1930.83,1539.93,1654.26,1598.59,1762.25,1684.62,1402.23,1585.7,1741.21,1787.7,1528.04,1582.11,1645.4,1786.06,1595.29,1953.15,1419.46,1552.36,1375.13,1505.01,1749.11,1660.61,1851.93,1611.9,1326.33,1343.88,1940.74,2164.31,1757.92,1982.52,1577.71,1342.64,1793.99,1630.54,1759.04,1317.04,1479.85,1503.33,1609.3,1644.9,1774.8,1537.77,1457.11,1626.64,1566.57,1402.45,1311.48,1067.31,924.07,753.52,1094.68,875.24,1091.14,1039.54,1232.52,1136.6,1257.26,1203.45,1301.66,1084.88,1290.67,1205.52,919.82,896.67,854.85,731.37,764.32,718.97,799.37,957.15,654.41,803.7,564.63,681.91,996.4,1241.4,1147.02,1361.56,1242.88,1432.27,1464.92,1515.27,1773.64,1842.93,1671.46,1716.34,1488.27,1597.38,1453.76,1724.94,1753.27,1556.23,1640.35,883.56,1259.22,1288.73,1429.41,1436.88,1238.84,1656.55,925.54,1281.63,1137.45,1088.11,1267.56,1215.86,1131.76,1020.96,1089.25,769.36,741.56,704.73,512.37,952.74,839.24,767.3,433.84,504.12,539.51,948.52,873.76,765.48,856.0,968.93,1074.66,561.54,718.89,940.84,1141.28,1099.45,363.37,340.49,210.56,122.8,168.94,401.33,336.69,563.75,732.43,928.03,449.44,705.11,763.19,786.62,593.84,1547.18,1536.55,1362.92,737.36,1386.09,1120.92,1665.23,2653.83,2669.52,2613.8,2549.04,2399.05,2731.45,2753.18,2950.77,2711.85,2897.68,2240.69,2185.52,2188.39,2409.29,3236.0,3262.76,3553.6,3724.92,3351.12,2422.98
SI12,2004.66,1886.03,1771.43,1727.84,1862.72,1963.14,1969.66,1950.49,1731.55,1805.22,1875.52,1820.24,1954.4,1941.92,1928.67,1993.08,1947.02,2104.19,2150.8,2120.53,2176.28,2269.45,2353.76,2473.52,2162.92,2433.75,2479.51,2627.59,2622.5,2655.89,2555.11,2593.91,2621.06,2554.15,2475.19,2261.38,2243.24,1721.22,1954.15,2325.57,2433.93,2408.56,2154.13,1894.35,2098.0,1691.8,2264.76,1884.14,2558.28,2610.33,2628.27,2593.48,2425.49,2579.11,2704.77,2468.49,2449.47,2362.05,2374.27,2550.68,2559.22,2489.42,2640.35,2604.35,2591.13,2740.4,2904.93,2902.21,3060.53,2948.01,3019.18,2804.27,2774.58,3362.87,2565.07,2585.97,2577.5,2721.76,2578.13,2517.1,2467.39,2416.79,2071.99,1956.49,2062.49,2031.95,1727.28,1825.89,1541.69,1831.62,1769.78,1773.06,2108.0,2164.27,2440.16,2565.12,2652.26,2519.82,2586.51,2423.95,2364.61,2333.25,2264.16,2170.86,2242.52,2203.45,2222.25,2414.23,2245.24,2406.56,2451.8,2484.16,2625.73,2619.04,2671.32,2517.06,2400.74,2675.24,2543.75,2645.79,2542.52,2196.83,2139.04,2108.82,1842.32,2161.03,1820.92,1690.37,1488.58,1435.91,1255.31,1381.11,1399.83,1706.0,1579.31,1746.28,1491.97,1707.85,1691.05,1799.49,2397.07,2158.38,2100.33,1713.31,1871.34,2235.25,1494.46,2571.31,2391.93,2691.09,2459.21,2617.47,2607.09,2684.42,2844.75,2920.43,2824.65,2977.43,3051.77,2966.06,2618.77,2668.0,2832.47,3292.17,2779.35,2878.99,3249.07,3011.7,3222.18,3328.48,3271.88,3296.35,3374.65,3192.6,3388.39,3536.35,3675.13,2901.94,2878.95,2989.76,3046.09,2918.86,3335.7,3111.03,3227.33,3594.01,3548.02,3037.25,3322.01,3181.48,3204.91,2699.2,2724.27,2560.26,2920.72,2593.52,3450.58,3222.7,3251.59,854.68,525.33,582.37,501.87,1007.84,910.87,467.16,265.39,316.18,506.93,997.16,1055.11,797.07,1020.81,1363.53,1076.14,1054.44,1215.26,841.46,1094.3
SI28,1732.31,1613.67,1499.08,1455.49,1590.37,1690.78,1697.31,1678.14,1459.19,1532.87,1603.16,1547.88,1879.87,1867.39,1656.32,1813.39,1674.67,1831.83,1954.38,2046.0,2101.75,2194.91,2279.23,2398.99,1966.5,2237.33,2283.09,2478.51,2458.88,2559.0,2641.53,2519.38,2608.9,2729.76,2583.78,2436.99,2418.85,1448.86,1879.61,2129.15,2609.54,2584.17,2329.75,1621.99,2008.88,1419.44,2440.38,1611.78,2733.9,2785.95,2803.89,2769.1,2601.11,2754.73,2880.39,2644.1,2625.09,2537.67,2549.88,2726.3,2734.84,2665.03,2815.97,2779.96,2766.74,2916.02,3080.55,3077.82,3236.15,3123.63,3194.79,2979.88,2950.19,3538.49,2740.69,2761.59,2753.11,2897.38,2753.74,2692.72,2643.0,2592.4,1799.64,1748.68,1854.68,1824.14,1519.46,1618.07,1333.88,1623.81,1561.97,1565.24,1900.19,1956.46,2232.35,2357.31,2379.91,2247.47,2314.15,2216.14,2092.25,2105.15,1991.8,1898.5,1970.16,1931.1,1949.9,2141.87,1972.88,2134.21,2179.45,2211.8,2353.37,2346.69,2398.97,2309.24,2192.93,2467.42,2335.93,2437.98,2334.7,1989.02,1931.23,1901.01,1634.51,1953.21,1613.1,1482.56,1280.76,1228.1,1047.5,1173.3,1192.02,1498.19,1371.5,1538.47,1284.16,1500.04,1483.24,1591.67,2189.26,1950.57,1892.52,1505.5,1663.53,1962.9,1286.65,2363.5,2195.51,2465.1,2234.64,2421.05,2410.67,2487.99,2648.32,2724.01,2552.29,2705.07,2779.42,2693.71,2346.42,2395.65,2560.11,3019.82,2507.0,2606.63,3228.94,3183.46,2949.82,3071.49,3160.69,3266.42,3116.71,2920.25,3132.6,3333.04,3480.18,2694.13,2671.13,2781.95,2838.27,2711.05,3115.69,2903.21,3019.51,3374.68,3353.07,2829.44,3114.2,2973.67,2997.1,2491.39,2516.46,2352.45,2712.91,2321.17,3242.76,3374.93,3043.78,548.55,219.2,276.24,266.95,784.35,714.7,132.18,288.61,286.72,527.94,789.34,847.3,589.26,813.0,1167.37,1073.5,1194.36,1355.18,981.38,788.17
BX43,2028.85,2009.09,2070.09,2155.03,1944.41,1886.04,1862.99,1735.74,1977.63,1896.65,1822.29,1948.16,1681.35,1668.87,1889.43,1756.43,1807.7,1647.61,1589.72,1665.47,1527.59,1396.29,1293.96,1358.97,1537.17,1334.65,1289.9,1097.5,1181.2,1070.49,969.71,1299.69,1212.09,1001.95,1055.4,898.21,560.47,2032.01,1552.59,1440.69,937.34,1029.13,679.91,2097.65,1611.71,2022.31,807.61,1896.36,893.43,945.48,828.18,736.2,658.83,914.26,873.11,545.74,442.77,528.96,498.86,715.89,384.66,547.85,179.35,663.4,479.44,592.08,529.91,265.11,450.38,344.89,599.21,812.25,923.22,1169.28,319.7,515.57,350.17,879.61,726.78,657.12,634.29,366.16,2242.7,2420.96,2260.34,2398.8,2478.71,2505.13,2662.35,2553.59,2597.25,2669.98,2555.1,2542.14,2725.93,2582.69,2358.12,2505.87,2452.09,2665.92,2401.61,2496.78,2326.69,2333.34,2275.56,2239.43,2250.3,1908.57,2131.68,2081.39,2276.62,2349.74,2224.54,2340.26,2323.57,2458.0,2631.18,2363.93,2462.32,2292.72,2400.35,2705.56,2726.97,2856.17,2847.38,2952.03,2683.96,2830.98,2881.32,2703.86,2928.65,2948.43,3002.63,2854.32,2979.52,3099.48,3094.78,3399.4,3145.05,3322.46,2592.71,2968.38,2997.88,3114.09,3146.03,2271.23,2733.33,2584.17,1741.05,1691.13,1764.79,1583.16,1531.45,1406.35,1412.66,1378.84,1567.18,1668.21,1540.08,1646.89,1726.17,1894.42,1804.81,1790.84,2103.54,2089.28,1397.72,1160.35,1430.45,1477.13,1420.52,1444.99,1776.84,1583.91,1537.04,1685.0,1823.78,2076.43,2058.93,1923.62,1845.81,1887.38,1848.24,1812.75,2033.81,1771.15,1696.67,1919.5,1871.03,2188.61,2174.44,2296.06,3249.4,3221.23,3065.15,2077.65,2856.15,1371.35,3135.29,3252.03,2922.68,2979.72,2890.71,3395.24,3298.26,2835.66,2818.2,2705.01,2836.5,3303.34,3267.6,3184.47,3408.21,3730.22,3405.71,3384.02,3410.15,3171.03,3485.63
BK64,934.11,819.87,854.5,853.19,782.64,820.19,863.77,950.04,871.11,910.35,1004.14,1049.26,1399.21,1382.79,1178.17,1277.72,1075.65,1189.52,1197.85,1452.83,1379.46,1563.24,1612.35,1722.13,1324.02,1454.52,1500.28,1699.28,1676.07,1776.2,1800.28,1762.53,1909.11,2018.66,1919.3,2166.31,2270.4,756.82,1506.38,1334.29,2063.12,2085.17,2164.17,908.43,1386.57,981.07,2179.5,1160.21,1911.15,2025.48,1969.81,2175.62,2055.84,1773.46,2002.31,2329.49,2158.92,2176.23,2230.31,2046.6,2420.22,2176.79,2473.69,2122.57,2323.01,2318.1,2447.98,2597.21,2603.58,2711.33,2554.87,2269.3,2205.52,2883.71,2535.53,2370.18,2353.74,1948.93,2263.13,2165.21,2222.79,2277.79,451.25,445.32,664.01,733.72,572.08,671.57,616.37,298.2,467.73,407.66,323.3,208.35,567.61,619.87,715.68,578.72,680.74,478.69,505.52,387.99,405.07,311.96,383.43,636.02,473.61,775.13,616.39,764.22,644.43,653.35,818.35,788.23,766.36,780.84,802.41,826.5,924.89,958.12,964.25,618.57,399.2,530.55,671.92,626.41,535.67,719.34,769.69,804.11,1001.28,925.88,970.77,742.69,885.61,987.84,1027.64,1318.2,1033.41,1210.82,875.27,1019.44,972.89,1271.26,1091.39,508.04,699.64,810.21,1026.01,1098.37,867.9,1256.42,1196.47,1327.22,1360.02,1428.31,1185.55,1338.33,1412.68,1326.97,979.68,1028.91,1193.38,1487.37,943.08,1163.79,1862.2,1816.73,1583.09,1704.75,1793.96,1899.68,1698.16,1553.51,1765.86,1966.31,2099.48,1156.18,1293.49,1167.65,1360.94,1388.13,1563.73,1543.07,1739.64,1886.98,1986.34,1549.56,1834.32,1693.79,1717.22,1218.52,1850.66,1686.65,1987.6,878.32,2333.13,2008.2,2318.47,1864.0,1884.85,1829.13,1764.37,1609.22,1941.62,1968.51,2166.09,1927.18,2113.01,1450.86,1403.74,1403.72,1619.46,2454.22,2472.93,2763.77,2940.25,2566.45,1633.15
BX55,1799.33,1779.56,1840.57,1925.5,1714.88,1656.51,1633.47,1506.22,1748.1,1667.13,1592.76,1718.63,1563.75,1511.36,1674.12,1534.84,1578.18,1418.09,1360.2,1447.97,1332.66,1296.31,1193.98,1259.0,1307.64,1105.12,1060.38,910.7,951.67,840.97,740.18,1182.35,1078.09,893.48,921.4,747.22,733.07,1802.48,1452.62,1211.19,803.34,895.13,512.5,1868.12,1394.2,1875.76,640.2,1796.39,612.79,665.9,565.62,509.48,582.74,517.64,378.59,506.35,558.95,293.18,347.25,329.61,551.2,336.9,698.21,168.49,307.95,387.86,560.97,619.03,716.58,829.77,721.23,475.5,491.73,1064.93,920.22,523.05,816.41,485.4,246.98,570.34,395.68,524.18,2013.18,2191.43,2030.82,2169.27,2249.18,2275.6,2432.83,2310.94,2367.72,2420.39,2210.42,2197.46,2266.3,2123.06,1898.49,2114.06,2020.21,2236.12,2009.8,2104.98,1934.88,2015.41,1883.75,1908.72,1858.49,1547.72,1739.88,1689.58,1884.82,1957.93,1832.73,1904.1,1863.94,1998.37,2171.55,1904.3,2002.69,1833.09,1940.72,2245.93,2382.28,2396.54,2611.09,2492.4,2454.44,2601.45,2651.8,2474.34,2699.13,2718.91,2773.11,2624.8,2750.0,2703.29,2865.25,2978.32,2805.75,2865.4,2133.08,2508.75,2538.25,2654.46,2686.41,1989.19,2503.8,2124.54,1423.23,1299.32,1372.99,1191.35,1139.65,1014.54,1020.85,987.04,1161.48,1208.58,1080.45,1187.26,1334.37,1502.61,1345.18,1331.22,1643.91,1629.65,938.09,700.72,970.83,1017.5,989.03,1013.49,1345.34,1152.41,1105.54,1253.5,1392.28,1616.8,1599.3,1463.99,1386.18,1427.76,1388.61,1353.12,1574.19,1339.66,1265.17,1459.87,1439.53,1757.11,1742.94,1836.43,2789.77,2761.6,2605.52,1685.85,2396.52,939.85,2675.66,3084.61,2755.26,2812.3,2723.29,3227.83,3130.85,2668.24,2650.78,2537.6,2669.09,3073.81,3038.08,3017.05,3240.79,3562.81,3238.3,3216.6,3242.73,3003.62,3256.11
BK63,1169.73,1055.5,1090.12,1088.81,1018.26,1047.32,1090.91,1177.18,1106.73,1145.98,1239.77,1284.89,1634.83,1618.41,1413.79,1513.35,1311.27,1425.15,1433.47,1688.45,1615.08,1798.87,1847.97,1957.76,1559.65,1690.15,1735.91,1934.9,1911.7,2011.82,2035.9,1998.16,2144.73,2254.28,2154.92,2401.93,2506.03,992.45,1742.01,1569.91,2298.74,2320.79,2399.79,1132.57,1622.19,1216.7,2415.13,1395.83,2146.77,2261.1,2205.43,2411.24,2291.46,2009.08,2237.94,2565.11,2394.54,2411.86,2465.94,2282.23,2655.85,2412.42,2709.31,2358.19,2558.63,2399.97,2529.85,2773.95,2685.45,2876.77,2636.74,2351.17,2321.11,2965.58,2771.16,2605.8,2589.37,2184.55,2367.47,2400.83,2458.41,2513.41,686.87,667.42,899.64,908.15,705.54,805.03,749.83,431.67,601.19,541.12,583.15,358.97,341.32,516.99,658.85,685.16,711.31,509.26,635.18,497.23,618.91,547.59,619.05,871.65,657.19,1010.76,843.15,947.79,828.01,779.0,926.76,913.88,709.53,500.76,460.56,688.98,631.81,768.28,699.33,454.13,175.98,366.11,580.66,461.98,571.38,684.02,734.36,937.57,1062.03,890.56,935.44,707.36,850.29,889.6,992.32,1282.88,992.06,1175.5,610.34,822.45,808.46,1204.18,926.96,743.66,833.1,547.51,1261.64,1333.99,1103.53,1492.04,1432.09,1562.84,1595.64,1663.93,1421.18,1557.06,1648.3,1509.16,1215.3,1172.13,1357.0,1399.32,886.24,1187.42,1973.36,1898.59,1790.32,1880.83,1925.09,2015.27,1610.11,1639.73,1909.94,2110.84,2011.42,1024.43,1035.76,1071.9,1219.1,1130.39,1467.98,1331.97,1474.71,1798.93,1908.3,1284.64,1569.39,1428.86,1452.3,953.59,1686.22,1522.22,1722.68,1010.65,2068.2,2123.79,2053.55,1872.93,1888.62,1832.9,1768.14,1618.15,1950.55,1972.28,2169.87,1930.95,2116.78,1459.79,1404.61,1407.49,1628.39,2455.1,2481.86,2772.7,2944.02,2570.22,1642.08
SI14,1291.12,1400.46,1372.55,1389.38,1539.43,1647.38,1719.04,1754.18,1535.24,1608.92,1679.21,1666.81,1971.91,1959.43,1775.25,1932.32,1750.71,1877.53,1939.45,2151.19,2187.33,2284.3,2368.62,2488.38,2042.55,2214.02,2259.78,2480.34,2411.31,2517.99,2483.8,2543.59,2682.23,2754.58,2657.11,2808.63,2838.1,1513.62,1969.0,2141.13,2796.58,2724.95,2749.0,1234.1,2084.93,1538.37,2859.63,1622.82,2711.02,2869.01,2857.72,3072.05,2911.05,2688.97,2917.82,3063.35,3014.13,2956.92,2969.13,2962.12,3154.09,3084.28,3235.22,3038.08,3185.99,3335.27,3476.46,3497.07,3632.06,3542.88,3536.69,3292.77,3267.49,3880.38,3159.94,3180.84,3172.36,2864.44,3172.99,3020.42,3062.25,3011.65,1351.11,1133.66,1239.65,1209.11,904.44,1047.79,706.78,1008.78,946.94,950.22,1285.16,1341.43,1617.32,1742.28,1838.1,1701.14,1803.16,1601.11,1588.39,1510.41,1487.94,1360.21,1466.3,1697.99,1556.49,1837.09,1678.35,1839.68,1727.31,1759.66,1901.23,1894.55,1888.78,1682.15,1565.83,1840.33,1708.84,1810.88,1707.61,1361.93,1304.14,1273.91,1007.41,1326.12,998.08,855.47,653.67,601.0,420.4,546.2,564.92,871.09,744.4,911.37,657.07,872.95,856.14,964.58,1562.16,1323.47,1265.42,878.4,1036.44,1590.91,659.55,1736.4,2087.98,2160.33,1929.87,2318.38,2258.43,2389.18,2421.98,2490.27,2247.52,2400.3,2474.64,2388.93,2041.64,2090.87,2255.34,2462.21,2054.85,2246.66,2919.97,2845.2,2645.05,2766.71,2855.92,2961.64,2539.74,2615.47,2827.82,3028.27,3077.65,2067.03,2044.04,2154.85,2211.18,2083.95,2500.79,2276.12,2392.42,2759.11,2826.01,2202.34,2487.1,2346.57,2370.0,1864.29,1889.36,1725.35,2085.81,1961.2,2615.67,3070.16,2416.68,645.21,659.18,603.46,549.12,385.92,634.45,742.84,940.43,711.93,897.76,232.07,107.94,178.05,312.29,1151.5,1165.76,1456.6,1693.69,1351.2,414.36
BX06,2000.85,1981.08,2042.09,2127.02,1916.4,1858.03,1834.99,1707.74,1949.62,1868.65,1794.28,1920.15,1702.41,1689.93,1875.64,1736.36,1779.7,1619.61,1561.72,1637.47,1522.16,1417.35,1315.02,1380.03,1509.16,1306.64,1261.9,1069.5,1153.19,1042.48,941.7,1320.75,1184.09,973.94,1027.39,868.25,532.46,2004.0,1573.66,1412.68,909.34,1001.13,633.53,2069.64,1583.7,2043.37,761.23,1917.42,729.57,750.08,620.19,557.97,630.82,738.25,610.54,485.92,414.76,325.89,346.14,449.65,224.98,285.28,285.08,573.25,359.75,484.56,483.42,427.07,635.38,592.39,679.6,704.73,785.3,1091.99,682.84,221.83,485.41,617.04,588.85,597.3,428.39,338.16,2214.7,2392.95,2232.34,2370.79,2450.7,2477.12,2634.35,2525.58,2569.24,2641.97,2473.35,2460.39,2588.01,2444.77,2220.2,2377.0,2323.22,2543.56,2272.73,2367.91,2197.81,2278.34,2146.69,2171.65,2121.42,1810.65,2002.81,1952.51,2147.75,2220.87,2095.67,2211.38,2185.65,2320.08,2493.26,2226.0,2324.4,2154.8,2262.43,2567.64,2645.21,2718.25,2819.38,2814.11,2655.96,2802.97,2853.32,2675.86,2900.65,2920.43,2974.63,2826.32,2951.52,3025.0,3066.77,3300.03,3117.05,3187.11,2454.79,2830.46,2859.96,2976.17,3008.11,2243.22,2705.32,2446.25,1686.16,1562.26,1635.92,1454.29,1402.58,1277.48,1283.78,1249.97,1438.31,1530.29,1402.16,1508.97,1597.3,1765.55,1666.89,1652.93,1965.62,1951.36,1259.8,1022.43,1292.54,1339.21,1282.6,1307.07,1638.92,1445.99,1399.12,1547.08,1685.85,1938.51,1921.01,1785.7,1707.89,1749.46,1710.32,1674.83,1895.89,1633.23,1558.75,1781.58,1733.11,2050.69,2036.52,2158.14,3111.48,3083.31,2927.23,1948.78,2718.23,1233.43,2997.37,3205.65,2876.29,2933.33,2844.32,3348.86,3251.88,2789.28,2771.81,2658.63,2790.12,3275.33,3239.6,3138.08,3361.82,3683.84,3359.33,3337.64,3363.77,3124.65,3445.26
